Series Name,Series Code,Country Name,Country Code,2018 [YR2018],2019 [YR2019],2020 [YR2020]
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Thailand,THA,77.992,77.072,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Timor-Leste,TLS,117.478,115.902,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Togo,TGO,244.396,240.473,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Tonga,TON,120.542,119.188,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Trinidad and Tobago,TTO,108.616,107.709,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Tunisia,TUN,67.321,66.27,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Turkey,TUR,62.33,61.236,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Turkmenistan,TKM,128.231,127.098,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Turks and Caicos Islands,TCA,..,..,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Tuvalu,TUV,..,..,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Uganda,UGA,233.267,229.106,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Ukraine,UKR,..,..,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,United Arab Emirates,ARE,44.863,44.23,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,United Kingdom,GBR,54.575,..,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,United States,USA,80.603,..,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Upper middle income,UMC,75.20668704,74.39704089,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Uruguay,URY,76.015,75.327,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Uzbekistan,UZB,100.911,99.977,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Vanuatu,VUT,102.42,100.994,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,"Venezuela, RB",VEN,94.804,94.598,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Vietnam,VNM,76.363,75.893,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Virgin Islands (U.S.),VIR,41.141,40.51,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,West Bank and Gaza,PSE,92.308,90.734,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,World,WLD,114.2309692,118.4821033,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,"Yemen, Rep.",YEM,174.558,173.917,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Zambia,ZMB,221.573,217.942,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Zimbabwe,ZWE,337.702,333.163,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Afghanistan,AFG,237.554,233.884,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Africa Eastern and Southern,AFE,288.7935019,284.953882,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Africa Western and Central,AFW,323.3351937,319.9885849,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Albania,ALB,93.315,92.179,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Algeria,DZA,102.851,101.644,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,American Samoa,ASM,..,..,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Andorra,AND,..,..,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Angola,AGO,327.044,323.091,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Antigua and Barbuda,ATG,126.917,125.741,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Arab World,ARB,153.9125605,151.7741906,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Argentina,ARG,147.086,145.466,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Armenia,ARM,173.428,171.841,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Aruba,ABW,110.63,109.044,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Australia,AUS,73.167,..,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Austria,AUT,..,..,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Azerbaijan,AZE,149.499,148.676,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,"Bahamas, The",BHS,193.627,192.399,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Bahrain,BHR,72.073,71.223,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Bangladesh,BGD,151.411,149.24,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Barbados,BRB,129.531,128.168,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Belarus,BLR,231.323,..,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Belgium,BEL,80.262,..,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Belize,BLZ,213.827,212.235,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Benin,BEN,258.647,255.706,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Bermuda,BMU,..,..,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Bhutan,BTN,197.28,194.64,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Bolivia,BOL,219.194,217.09,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Bosnia and Herzegovina,BIH,115.278,113.706,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Botswana,BWA,249.384,247.684,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Brazil,BRA,188.528,186.225,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,British Virgin Islands,VGB,..,..,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Brunei Darussalam,BRN,143.719,142.425,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Bulgaria,BGR,..,..,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Burkina Faso,BFA,260.379,256.075,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Burundi,BDI,310.651,306.56,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Cabo Verde,CPV,182.203,180.449,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Cambodia,KHM,199.971,197.322,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Cameroon,CMR,317.692,314.094,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Canada,CAN,83.818,..,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Caribbean small states,CSS,192.0475146,191.0421087,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Cayman Islands,CYM,..,..,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Central African Republic,CAF,452.968,449.425,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Central Europe and the Baltics,CEB,155.2270018,..,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Chad,TCD,377.607,375.107,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Channel Islands,CHI,48.424,47.328,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Chile,CHL,107.669,105.835,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,China,CHN,93.777,92.438,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Colombia,COL,151.616,149.878,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Comoros,COM,245.527,243.348,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,"Congo, Dem. Rep.",COD,273.573,270.924,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,"Congo, Rep.",COG,279.572,276.976,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Costa Rica,CRI,113.079,111.25,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Cote d'Ivoire,CIV,360.552,356.801,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Croatia,HRV,117.544,115.681,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Cuba,CUB,113.198,112.235,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Curacao,CUW,130.145,128.464,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Cyprus,CYP,64.711,63.544,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Czech Republic,CZE,109.773,..,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Denmark,DNK,77.895,73.629,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Djibouti,DJI,232.137,229.458,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Dominica,DMA,..,..,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Dominican Republic,DOM,197.349,195.843,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Early-demographic dividend,EAR,192.4435366,190.3197924,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,East Asia & Pacific,EAS,120.5821319,119.9597644,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,East Asia & Pacific (excluding high income),EAP,125.3757563,124.2196795,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,East Asia & Pacific (IDA & IBRD countries),TEA,124.9258443,123.7782835,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Ecuador,ECU,161.14,159.052,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,"Egypt, Arab Rep.",EGY,182.7,181.017,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,El Salvador,SLV,268.447,265.473,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Equatorial Guinea,GNQ,334.453,330.733,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Eritrea,ERI,276.241,271.957,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Estonia,EST,..,..,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Eswatini,SWZ,479.936,473.547,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Ethiopia,ETH,236.779,233.167,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Euro area,EMU,..,..,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Europe & Central Asia,ECS,..,..,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Europe & Central Asia (excluding high income),ECA,..,..,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Europe & Central Asia (IDA & IBRD countries),TEC,..,..,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,European Union,EUU,..,..,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Faroe Islands,FRO,..,..,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Fiji,FJI,256.995,255.828,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Finland,FIN,89.832,87.14,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Fragile and conflict affected situations,FCS,278.449681,275.3118391,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,France,FRA,94.454,..,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,French Polynesia,PYF,112.857,111.184,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Gabon,GAB,238.333,236.22,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,"Gambia, The",GMB,279.951,275.951,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Georgia,GEO,221.61,219.435,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Germany,DEU,..,..,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Ghana,GHA,254.991,252.139,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Gibraltar,GIB,..,..,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Greece,GRC,93.96,92.108,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Greenland,GRL,..,..,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Grenada,GRD,179.054,178.648,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Guam,GUM,79.819,77.839,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Guatemala,GTM,201.48,199.298,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Guinea,GIN,260.356,257.096,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Guinea-Bissau,GNB,373.99,369.808,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Guyana,GUY,268.873,267.776,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Haiti,HTI,257.443,254.553,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Heavily indebted poor countries (HIPC),HPC,271.4410749,268.0687212,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,High income,HIC,103.0112353,..,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Honduras,HND,166.999,165.406,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,"Hong Kong SAR, China",HKG,61.901,61.162,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Hungary,HUN,..,..,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,IBRD only,IBD,..,..,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Iceland,ISL,69.032,..,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,IDA & IBRD total,IBT,178.7937067,177.4117564,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,IDA blend,IDB,..,..,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,IDA only,IDX,..,..,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,IDA total,IDA,..,..,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,India,IND,203.623,201.396,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Indonesia,IDN,177.539,175.777,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,"Iran, Islamic Rep.",IRN,83.386,82.019,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Iraq,IRQ,185.811,184.465,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Ireland,IRL,..,..,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Isle of Man,IMN,..,..,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Israel,ISR,..,..,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Italy,ITA,..,..,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Jamaica,JAM,175.464,174.604,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Japan,JPN,65.309,64.394,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Jordan,JOR,123.898,122.796,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Kazakhstan,KAZ,220.812,218.769,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Kenya,KEN,264.72,261.663,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Kiribati,KIR,235.02,232.65,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,"Korea, Dem. People's Rep.",PRK,161.971,159.876,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,"Korea, Rep.",KOR,79.266,78.018,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Kosovo,XKX,..,..,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Kuwait,KWT,69.179,68.507,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Kyrgyz Republic,KGZ,210.663,208.875,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Lao PDR,LAO,205.59,202.355,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Late-demographic dividend,LTE,117.4627127,115.3719502,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Latin America & Caribbean,LCN,177.1585126,175.3402298,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Latin America & Caribbean (excluding high income),LAC,178.4720829,176.6184603,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Latin America & the Caribbean (IDA & IBRD countries),TLA,178.5684756,176.7151366,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Latvia,LVA,..,..,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Least developed countries: UN classification,LDC,242.8463037,240.0736817,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Lebanon,LBN,76.205,75.336,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Lesotho,LSO,545.675,539.81,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Liberia,LBR,247.482,244.678,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Libya,LBY,179.566,177.887,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Liechtenstein,LIE,..,..,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Lithuania,LTU,206.93,200.925,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Low & middle income,LMY,178.8381203,177.333315,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Low income,LIC,265.3798998,261.4630727,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Lower middle income,LMC,204.7475943,202.8697967,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Luxembourg,LUX,67.274,66.112,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,"Macao SAR, China",MAC,58.271,57.526,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Madagascar,MDG,232.545,228.856,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Malawi,MWI,325.106,318.892,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Malaysia,MYS,160.383,158.881,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Maldives,MDV,67.456,65.716,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Mali,MLI,263.613,260.161,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Malta,MLT,63.699,62.503,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Marshall Islands,MHL,..,..,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Mauritania,MRT,218.359,216.718,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Mauritius,MUS,188.405,186.564,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Mexico,MEX,184.379,183.338,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,"Micronesia, Fed. Sts.",FSM,177.715,176.651,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Middle East & North Africa,MEA,128.4262129,126.3834846,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Middle East & North Africa (excluding high income),MNA,138.9440536,136.7274494,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Middle East & North Africa (IDA & IBRD countries),TMN,139.0820298,136.8620971,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Middle income,MIC,170.9372708,169.4745488,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Moldova,MDA,237.424,235.631,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Monaco,MCO,..,..,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Mongolia,MNG,288.357,285.472,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Montenegro,MNE,125.094,123.368,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Morocco,MAR,72.327,71.06,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Mozambique,MOZ,389.521,383.389,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Myanmar,MMR,247.696,245.392,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Namibia,NAM,349.317,343.644,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Nauru,NRU,..,..,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Nepal,NPL,167.316,164.041,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Netherlands,NLD,63.963,..,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,New Caledonia,NCL,98.003,96.053,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,New Zealand,NZL,..,..,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Nicaragua,NIC,200.678,198.33,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Niger,NER,251.729,248.09,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Nigeria,NGA,364.321,361.116,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,North America,NAC,131.9613678,..,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,North Macedonia,MKD,119.81,118.546,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Northern Mariana Islands,MNP,..,..,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Norway,NOR,62.494,..,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Not classified,INX,..,..,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,OECD members,OED,116.196307,..,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Oman,OMN,101.388,99.57,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Other small states,OSS,211.2791076,210.2715733,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Pacific island small states,PSS,204.0603417,202.5313836,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Pakistan,PAK,172.896,171.981,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Palau,PLW,..,..,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Panama,PAN,148.159,146.461,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Papua New Guinea,PNG,251.144,248.753,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Paraguay,PRY,163.978,163.183,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Peru,PER,146.37,144.242,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Philippines,PHL,235.071,233.697,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Poland,POL,159.562,..,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Portugal,PRT,100.908,..,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Post-demographic dividend,PST,102.8892513,..,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Pre-demographic dividend,PRE,298.3101434,294.929951,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Puerto Rico,PRI,146.208,144.04,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Qatar,QAT,41.498,40.844,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Romania,ROU,171.82,169.997,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Russian Federation,RUS,..,..,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Rwanda,RWA,216.342,213.104,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Samoa,WSM,138.239,137.126,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,San Marino,SMR,..,..,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Sao Tome and Principe,STP,188.249,186.678,..
